gene_id,AKP_REP1,AKP_REP2,AKP_REP3,AKPE_REP1,AKPE_REP2,AKPE_REP3,AP_REP1,AP_REP2,AP_REP3
Usp31,1857,1818,2034,1797,1480,1194,1006,883,1216
Usp32,1009,801,1210,1092,793,862,1096,741,848
Usp33,1600,1484,1766,1666.001,1694,1601,1512,1475,1569.999
Usp34,4570.136,3687.221,4935.385,5192.913,4328.928,3807.512,3866.114,2597.693,3653.882
Usp35,10,2,14,37,47,29,60,43,39
Usp36,2816,2696,2586,2273,2522,2057,1132,1226,1762
Usp37,1427,1172,1426,1646,1359,1385,956,1000,1040
Usp38,1251,1080,1726,1242,1413,1636,1006,1010,1229
Usp39,3668,3710,3932,3366,3799,3329,2172,2641,2939
Usp4,3612,3756,3799,3772,4247,3578,3640,3540,3793
Usp40,778,749,916,1068,1082,915,872,804,883
Usp42,684,736,986,931,764,900,556,513,640
Usp43,1106,1314,1345,1373,1785,1361,1401,1303,1585
Usp44,0,2,2,3,1,5,1,1,0
Usp45,1102,899,1081,1117,975,881,1203,939,995
Usp46,3557,3711,3852,3745,3129,3184,2759,2822,3332
Usp47,2909,3223,3825,4147,4042,3320,4126,3003,3352
Usp48,2092,2022,1960,2346,2387,1910,1721,1759,2049
Usp49,551,386,493,535,576,672,480,419,381
Usp5,3610,3406,4086,3928,4571,3873,2995,3086,3456
Usp50,0,0,0,1,1,0,3,1,0
Usp51,0,0,0,4,0,12,2,3,0
Usp53,597,494,776,717,626,685,796,567,662
Usp54,501,382,615,783,667,500,356,314,398
Usp6nl,5584,5094,5149,4020,4162,3833,2373,2493,3044
Usp7,7320,7227,8090,8472,9008,6486,5574,5710,6410
Usp8,2367,1958,2365,2302,2371,2309,2343,1859,2158
Usp9x,4162,3654,4724,4947,4678,4018,4046,2894,3918
Usp9y,0,1,0,3,0,0,2,0,2
Uspl1,1292,1176,1753,1589,1194,1344,691.001,775,910.999
Ust,0,0,0,3,2,2,0,0,2
Utf1,0,0,0,0,0,0,0,0,0
Utp11l,1659,2146,1638,1495,1897,1404,1370,1439,1338
Utp14a,1885.997,1842.935,1660.998,1447,1864.998,1269.999,1222.999,1642.998,1620
Utp14b,1067.388,601.071,712.5,996.163,791.936,664.761,306.029,270.342,392.985
Utp15,2614,2647,2760,2521,2566,2172,1226,1719,2023
Utp18,2569,2818,2659,2473,2733,2254,1330,1838,2045
Utp20,3131,3132,3556,3719,3398,2339,1197,2130,3086
Utp23,457,505,491,499,548,402,362,436,536
Utp3,3195,3786,4311,3037,3296,3058,2329,2462,2593
Utp6,3663,3470,3281,3447,3582,2753,1810,2350,2771
Utrn,2711,1828,1983,2051,2298,1749,3053,1433,2109
Uts2,3,0,0,0,0,0,5,0,1
Uts2b,0,0,0,0,0,0,0,0,0
Uts2r,0,0,0,0,2,0,0,0,0
Uty,638,266,0,484,380,0,560,0,350
Uvrag,722,840,1098,844,872,764,788,648,654
Uvssa,354,233,353,411,270,288,453,216,245
Uxs1,1030,1045,1084,1076,1306,1012,837,944,1049
Uxt,379,362,375,299,456,440,365,377,300
V1ra8,0,0,0,0,0,0,0,0,0
V1rd18,0,0,0,0,0,0,0,0,0
V1rd19,0,0,0,0,0,0,0,0,0
Vac14,1948,1698,2197,2145,2243,2374,1620,1653,2025
Vamp1,107,82,114,128,143,95,137,74,76
Vamp2,419,340,430,494,397,439,553,426,372
Vamp3,4591,4155,4153,3664,3668,3029,2668,3223,3545
Vamp4,145,102,162,100,152,147,218,117,77
Vamp5,68,63,82,69,92,112,151,115,163
Vamp8,1333,1242,1329,946,1524,1297,1447,1548,1475
Vangl1,1417,988,1230,1236,1058,1002,1118,1118,1492
Vangl2,22,28,76,286,198,249,299,163,124
Vapa,5395,6139,6248,5136,5322,5103,4979,5195,4351
Vapb,5792,4743,5540,3618,4511,4292,3924,4054,4330
Vars,18888,19754,20810,18430,21475,18260,14345,14426,15123
Vars2,3083,2707,3677,2455,2943,2744,2690,2139,2171
Vash1,4,6,9,36,23,12,7,17,13
Vash2,27,16,34,270,221,221,79,78,43
Vasn,56,49,65,281,316,88,379,507,385
Vasp,8209,11099,8676,5797.001,8940,6860,8650.999,8755,8966.999
Vat1,2554,2396,4155,2744,2668,2810,5529,3789,4461
Vat1l,0,0,0,0,0,0,0,0,0
Vaultrc5,0,0,0,0,0,0,0,0,0
Vav1,0,0,2,0,2,1,17,13,1
Vav2,450,308,368,371,349,233,462,389,520
Vav3,160,172,230,125,281,407,342,222,126
Vax1,0,0,0,0,0,0,0,0,1
Vax2,0,0,0,0,0,0,0,0,0
Vax2os,0,0,0,0,0,0,0,0,0
Vbp1,2142,1811,2204,2125,1922,1934,1620,1657,1499
Vcam1,5,10,25,0,4,5,16,48,67
Vcan,1,5,5,5,8,5,2,9,6
Vcl,8790,5709,6827,8584,6859,4518,5452,5326,6863
Vcp,22354,22438,23428,25028,26151,22118,16640,18100,21163
Vcpip1,1521.632,1493.462,1680.106,1614.571,1587.675,1436.623,1669.21,1223.57,1315.109
Vcpkmt,655,674,534,328,515,424,342,462,509
Vdac1,13707,13486,14595,12412,14778,11860,13068,14225,12302
Vdac2,12193,14599,13265,13200,15492,11544,13834,17757,14835
Vdac3,5275,5973,6927,5519,6068,6463,4377,5505,4770
Vdr,11,16,15,6,47,25,67,35,33
Vegfa,2122.001,2895,2858,1375,3354,2947.999,5973.999,3630,823.001
Vegfb,912,841,1220,956,1086,1231,1032,958,578
Vegfc,21,12,18,11,15,20,3,14,3
Veph1,0,0,1,0,0,0,0,0,0
Vezf1,962,1060,1205,1686,1429,1603.42,1598,1233,1369
Vezt,777.001,756,725,961,854,741,917.999,910,954
Vgf,8,3,9,4,14,4,0,2,3
Vgll1,0,0,2,1,1,0,0,0,8
Vgll2,0,0,1,0,1,0,0,0,0
Vgll3,77,0,18,89,18,5,9,27,59
Vgll4,1239,1078,1253,1168,1251,1242,1099,928,978
Vhl,943,791,935,923,1094,995,988,1013,754
Vil1,6126,6304,5578,6252,9513,6775,12005,10149,9943
Vill,1073,753,546,601,777,465,1829,1273,1108
Vim,297,111,185,8887,4212,4662,917,296,103
Vimp,1301,1514,1546,1525,1709,1287,1198,1610,1614
Vip,0,4,2,0,0,0,7,0,0
Vipas39,978,962,994,1132,1261,1203,1228,1250,1223
Vipr1,408,358,316,683,1051,1050,1212,1021,1758
Vipr2,4,2,0,9,12,3,0,1,2
Vit,0,0,1,0,0,0,0,0,0
Vkorc1,311,365,288,242,382,268,246,312,263
Vkorc1l1,2100.999,1988,2896.999,2692,1892,2243,1231,1446,1563.001
Vldlr,1291,1765,1338,726,1622,1360,2813,1510,302
Vma21,1519,1382.001,1662,1548,1348,1394.999,892,1217,1191.999
Vmac,163,97,141,178,186,189,250,263,224
Vmn1r-ps103,0,0,0,0,0,0,0,0,0
Vmn1r-ps79,0,0,0,0,0,0,0,0,0
Vmn1r1,0,0,0,0,0,0,0,0,0
Vmn1r10,0,0,0,0,0,0,0,0,0
Vmn1r100,0,0,0,0,0,0,0,0,0
Vmn1r101,0,0,0,0,0,0,0,0,0
Vmn1r103,0,0,0,0,0,0,0,0,0
Vmn1r104,0,0,0,0,0,0,0,0,0
Vmn1r107,0,0,0,0,0,0,0,0,0
Vmn1r11,0,0,0,0,0,0,0,0,0
Vmn1r111,0,0,0,0,0,0,0,0,0
Vmn1r112,0,0,0,0,0,0,0,0,0
Vmn1r113,0,0,0,0,0,0,0,0,0
Vmn1r114,0,0,0,0,0,0,0,0,0
Vmn1r115,0,0,0,0,0,0,0,0,0
Vmn1r116,0,0,0,0,0,0,0,0,0
Vmn1r117,0,0,0,0,0,0,0,0,0
Vmn1r118,0,0,0,0,0,0,0,0,0
Vmn1r119,0,0,0,0,0,0,0,0,0
Vmn1r12,0,0,0,0,0,0,0,0,0
Vmn1r120,0,0,0,0,0,0,0,0,0
Vmn1r121,0,0,0,0,0,0,0,0,0
Vmn1r122,0,0,0,0,0,0,0,0,0
Vmn1r123,0,0,0,0,0,0,0,0,0
Vmn1r124,0,0,0,0,0,0,0,0,0
Vmn1r125,0,0,0,0,0,0,0,0,0
Vmn1r126,0,0,0,0,0,0,0,0,0
Vmn1r127,0,0,0,0,0,0,0,0,0
Vmn1r128,0,0,0,0,0,0,0,0,0
Vmn1r129,0,0,0,0,0,0,0,0,0
Vmn1r13,0,0,0,0,0,0,0,0,0
Vmn1r130,0,0,0,0,0,0,0,0,0
Vmn1r131,0,0,0,0,0,0,0,0,0
Vmn1r132,0,0,0,0,0,0,0,0,0
Vmn1r135,0,0,0,0,0,0,0,0,0
Vmn1r137,0,0,0,0,0,0,0,0,0
Vmn1r138,0,0,0,0,0,0,0,0,0
Vmn1r139,0,0,0,0,0,0,0,0,0
Vmn1r14,0,0,0,0,0,0,0,0,0
Vmn1r142,0,0,0,0,0,0,0,0,0
Vmn1r143,0,0,0,0,0,0,0,0,0
Vmn1r148,0,0,0,0,0,0,0,0,0
Vmn1r149,0,0,0,0,0,0,0,0,0
Vmn1r15,0,0,0,0,0,0,0,0,0
Vmn1r151,0,0,0,0,0,0,0,0,0
Vmn1r152,0,0,0,0,0,0,0,0,0
Vmn1r155,0,0,0,0,0,0,0,0,0
Vmn1r157,0,0,0,0,0,0,0,0,0
Vmn1r158,0,0,0,0,0,0,0,0,0
Vmn1r159,0,0,0,0,0,0,0,0,0
Vmn1r16,0,0,0,0,0,0,0,0,0
Vmn1r160,0,0,0,0,0,0,0,0,0
Vmn1r163,0,0,0,0,0,0,0,0,0
Vmn1r165,0,0,0,0,0,0,0,0,0
Vmn1r166,0,0,0,0,0,0,0,0,0
Vmn1r167,0,0,0,0,0,0,0,0,0
Vmn1r168,0,0,0,0,0,0,0,0,0
Vmn1r169,0,0,0,0,0,0,0,0,0
Vmn1r17,0,0,0,0,0,0,0,0,0
Vmn1r170,0,0,0,0,0,0,0,0,0
Vmn1r171,0,0,0,0,0,0,0,0,0
Vmn1r172,0,0,0,0,0,0,0,0,0
Vmn1r173,0,0,0,0,0,0,0,0,0
Vmn1r174,0,0,0,0,0,0,0,0,0
Vmn1r175,0,0,0,0,0,0,0,0,0
Vmn1r176,0,0,0,0,0,0,0,0,0
Vmn1r177,0,0,0,0,0,0,0,0,0
Vmn1r178,0,0,0,0,0,0,0,0,0
Vmn1r179,0,0,0,0,0,0,0,0,0
Vmn1r18,0,0,0,0,0,0,0,0,0
Vmn1r180,0,0,0,0,0,0,0,0,0
Vmn1r181,0,0,0,0,0,0,0,0,0
Vmn1r183,0,0,0,0,0,0,0,0,0
Vmn1r184,0,0,0,0,0,0,0,0,0
Vmn1r185,0,0,0,0,0,0,0,0,0
Vmn1r186,0,0,0,0,0,0,0,0,0
Vmn1r187,0,0,0,0,0,0,0,0,0
Vmn1r188,0,0,0,0,0,0,0,0,0
Vmn1r189,0,0,0,0,0,0,0,0,0
Vmn1r19,0,0,0,0,0,0,0,0,0
Vmn1r191,0,0,0,0,0,0,0,0,0
Vmn1r192,0,0,0,0,0,0,0,0,0
Vmn1r193,0,0,0,0,0,0,0,0,0
Vmn1r194,0,0,0,0,0,0,0,0,0
Vmn1r195,0,0,0,0,0,0,0,0,0
Vmn1r196,0,0,0,0,0,0,0,0,0
Vmn1r197,0,0,0,0,0,0,0,0,0
Vmn1r198,0,0,0,0,0,0,0,0,0
Vmn1r199,0,0,0,0,0,0,0,0,0
Vmn1r2,0,0,0,0,0,0,0,0,0
Vmn1r20,0,0,0,0,0,0,0,0,0
Vmn1r200,0,0,0,0,0,0,0,0,0
Vmn1r201,0,0,0,0,0,0,0,0,0
Vmn1r202,0,0,0,0,0,0,0,0,0
Vmn1r203,0,0,0,0,0,0,0,0,0
Vmn1r204,0,0,0,0,0,0,0,0,0
Vmn1r205,0,0,0,0,0,0,0,0,0
Vmn1r206,0,0,0,0,0,0,0,0,0
Vmn1r207-ps,0,0,0,0,0,0,0,0,0
Vmn1r208,0,0,0,0,0,0,0,0,0
Vmn1r209,0,0,0,0,0,0,0,0,0
Vmn1r21,0,0,0,3,0,0,0,0,0
Vmn1r210,0,0,0,0,0,0,0,0,0
Vmn1r211,0,0,0,0,0,0,0,0,0
Vmn1r212,0,0,0,0,0,0,0,0,0
Vmn1r213,0,0,0,0,0,0,0,0,0
Vmn1r214,0,0,0,0,0,0,0,0,0
Vmn1r215,0,0,0,0,0,0,0,0,0
Vmn1r216,0,0,0,0,0,0,0,0,0
Vmn1r217,0,0,0,0,0,0,0,0,0
Vmn1r218,0,0,0,0,0,0,0,0,0
Vmn1r219,0,0,0,0,0,0,0,0,0
Vmn1r22,0,0,0,0,0,0,0,0,0
Vmn1r220,0,0,0,0,0,0,0,0,0
Vmn1r221,0,0,0,0,0,0,0,0,0
Vmn1r222,0,0,0,0,0,0,0,0,0
Vmn1r223,0,0,0,0,0,0,0,0,0
Vmn1r224,0,0,0,0,0,0,0,0,0
Vmn1r225,0,0,0,0,0,0,0,0,0
Vmn1r226,0,0,0,0,0,0,0,0,0
Vmn1r227,0,0,0,0,0,0,0,0,0
Vmn1r228,0,0,0,0,0,0,0,0,0
Vmn1r229,0,0,0,0,0,0,0,0,0
Vmn1r23,0,0,0,0,0,0,0,0,0
Vmn1r230,0,0,0,0,0,0,0,0,0
Vmn1r231,0,0,0,0,0,0,0,0,0
Vmn1r232,0,0,0,0,0,0,0,0,0
Vmn1r233,0,0,0,0,0,0,0,0,0
Vmn1r234,0,0,0,0,0,0,0,0,0
Vmn1r235,0,0,0,0,0,0,0,0,0
Vmn1r236,0,0,0,0,0,0,0,0,0
Vmn1r237,0,0,0,0,0,0,0,0,0
Vmn1r238,0,0,0,0,0,0,0,0,0
Vmn1r24,0,0,0,0,0,0,0,0,0
Vmn1r25,0,0,0,0,0,0,0,0,0
Vmn1r26,0,0,0,0,0,0,0,0,0
Vmn1r27,0,0,0,0,0,0,0,0,0
Vmn1r28,0,0,0,0,0,0,0,0,0
Vmn1r29,0,0,0,0,0,0,0,0,0
Vmn1r3,0,0,0,0,0,0,0,0,0
Vmn1r30,0,0,0,0,0,0,0,0,0
Vmn1r31,0,0,0,0,0,0,0,0,0
Vmn1r32,0,2,1,1,2,0,0,3,2
Vmn1r33,0,0,0,0,0,0,0,0,0
Vmn1r34,0,0,0,0,0,0,0,1,0
Vmn1r35,0,0,0,0,0,0,0,0,0
Vmn1r36,0,0,0,0,0,0,0,0,0
Vmn1r37,0,0,0,0,0,0,0,0,0
Vmn1r38,0,0,0,0,0,0,0,0,0
Vmn1r39,0,0,0,0,0,0,0,0,0
Vmn1r4,1,1,0,1,0,0,0,0,0
Vmn1r40,0,0,0,0,0,0,0,0,0
Vmn1r41,0,0,0,0,0,0,0,0,0
Vmn1r42,0,0,0,0,0,0,0,0,0
Vmn1r43,0,0,0,0,0,0,0,0,0
Vmn1r44,0,0,0,0,0,0,0,0,0
Vmn1r45,0,0,0,0,0,0,0,0,0
Vmn1r46,0,0,0,0,0,0,0,0,0
Vmn1r47,0,0,0,0,0,0,0,0,0
Vmn1r48,0,0,0,0,0,0,0,0,0
Vmn1r49,0,0,0,0,0,0,0,0,0
Vmn1r5,0,0,0,0,0,0,0,0,0
Vmn1r50,0,0,0,0,0,0,0,0,0
Vmn1r51,1,0,0,0,0,0,0,0,0
Vmn1r52,0,0,0,0,0,0,0,0,0
Vmn1r53,13,0,1,1,0,0,0,0,0
Vmn1r54,0,0,0,0,0,0,0,0,0
Vmn1r55,0,0,0,0,0,0,0,0,0
Vmn1r56,0,0,0,0,0,0,0,0,0
Vmn1r57,0,0,0,0,0,0,0,0,0
Vmn1r58,0,0,0,0,0,0,0,0,0
Vmn1r59,0,0,0,0,0,0,0,0,0
Vmn1r6,0,0,0,0,0,0,0,0,0
Vmn1r60,0,0,0,0,0,0,0,0,0
Vmn1r61,0,0,0,0,0,0,0,0,0
Vmn1r62,0,0,0,0,0,0,0,0,0
Vmn1r63,0,0,0,0,0,0,0,0,0
Vmn1r64,0,0,0,0,0,0,0,0,0
Vmn1r65,0,0,0,0,0,0,0,0,0
Vmn1r66,0,0,0,0,0,0,0,0,0
Vmn1r67,0,0,0,0,0,0,0,0,0
Vmn1r68,0,0,0,0,0,0,0,0,0
Vmn1r69,0,0,0,0,0,0,0,0,0
Vmn1r7,0,0,0,0,0,0,0,0,0
Vmn1r70,0,0,0,0,0,0,0,0,0
Vmn1r71,0,0,0,0,0,0,0,0,0
Vmn1r72,0,0,0,0,0,0,0,0,0
Vmn1r73,0,0,0,0,0,0,0,0,0
Vmn1r74,0,0,0,0,0,0,0,0,0
Vmn1r75,0,0,0,0,0,0,0,0,0
Vmn1r76,0,0,0,0,0,0,0,0,0
Vmn1r77,0,0,0,0,0,0,0,0,0
Vmn1r78,0,0,0,0,0,0,0,0,0
Vmn1r79,0,0,0,0,0,0,0,0,0
Vmn1r8,0,0,0,0,0,0,0,0,0
Vmn1r80,0,0,0,0,0,0,0,0,0
Vmn1r81,0,0,0,0,0,0,0,0,0
Vmn1r82,0,0,0,0,0,0,0,0,0
Vmn1r83,0,0,0,0,0,0,0,0,0
Vmn1r84,0,0,0,0,0,0,0,0,0
Vmn1r85,0,0,0,0,0,0,0,0,0
Vmn1r86,0,0,0,0,0,0,0,0,0
Vmn1r87,0,0,0,0,0,0,0,0,0
Vmn1r88,0,0,0,0,0,0,0,0,0
Vmn1r89,0,0,0,0,0,0,0,0,0
Vmn1r9,0,0,0,0,0,0,0,0,0
Vmn1r90,0,0,0,0,0,0,0,0,0
Vmn1r91,0,0,0,0,0,0,0,0,0
Vmn1r93,0,0,0,0,0,0,0,0,0
Vmn1r94,0,0,0,0,0,0,0,0,0
Vmn1r95,0,0,0,0,0,0,0,0,0
Vmn2r-ps11,0,0,0,0,0,0,0,0,0
Vmn2r-ps129,0,0,0,0,0,0,0,0,0
Vmn2r-ps159,0,0,0,0,0,0,0,0,0
Vmn2r-ps54,1,0,0,0,0,0,0,0,0
Vmn2r-ps60,0,0,0,0,0,0,0,0,0
Vmn2r1,1,1,4,2,1,1,2,1,3
Vmn2r10,0,0,0,0,0,0,0,0,0
Vmn2r100,0,0,0,0,0,0,0,0,0
Vmn2r101,0,0,0,0,0,0,0,0,0
Vmn2r102,0,0,0,0,0,0,0,0,0
Vmn2r103,0,0,0,0,0,0,0,0,0
Vmn2r104,0,0,0,0,0,0,0,0,0
Vmn2r105,0,0,0,0,0,0,0,0,0
Vmn2r106,0,0,0,0,0,0,0,0,0
Vmn2r107,0,0,0,0,0,0,0,0,0
Vmn2r108,0,0,0,0,0,0,0,0,0
Vmn2r109,0,0,0,0,0,0,0,0,0
Vmn2r11,0,0,0,0,0,0,0,0,0
Vmn2r110,0,0,0,0,0,0,0,0,0
Vmn2r111,0,0,0,0,0,0,0,0,0
Vmn2r112,0,0,0,0,0,0,0,0,0
Vmn2r113,0,0,0,0,0,0,0,0,0
Vmn2r114,0,0,0,0,0,0,0,0,0
Vmn2r115,0,0,0,0,0,0,0,0,0
Vmn2r116,0,0,0,0,0,0,0,0,0
Vmn2r117,0,0,0,0,0,0,0,0,0
Vmn2r118,0,0,0,0,0,0,0,0,0
Vmn2r12,0,0,0,0,0,0,0,0,0
Vmn2r120,0,0,0,0,0,0,0,0,0
Vmn2r121,0,0,0,0,0,0,0,0,0
Vmn2r123,0,0,0,0,0,0,0,0,0
Vmn2r124,0,0,0,0,0,0,0,0,0
Vmn2r13,0,0,0,0,0,0,0,0,0
Vmn2r14,0,0,0,0,0,0,0,0,0
Vmn2r15,0,0,0,0,0,0,0,0,0
Vmn2r16,0,0,0,0,0,0,0,0,0
Vmn2r17,0,0,0,0,0,0,0,0,0
Vmn2r18,2,0,2,1,2,0,0,2,0
Vmn2r19,0,0,0,0,0,0,0,0,0
Vmn2r2,0,0,0,0,0,0,0,0,0
Vmn2r20,0,0,0,0,0,0,0,0,0
Vmn2r21,0,0,0,0,0,0,0,0,0
Vmn2r22,0,0,0,0,0,0,0,0,0
Vmn2r23,0,0,0,0,0,0,0,0,0
Vmn2r24,0,0,0,0,0,0,0,0,0
Vmn2r25,0,0,0,0,0,0,0,0,0
Vmn2r26,0,0,0,0,0,0,0,0,0
Vmn2r27,0,0,0,0,0,0,0,0,0
Vmn2r28,0,0,0,0,0,0,0,0,0
Vmn2r29,1,1,8,6,0,13,5,1,4
Vmn2r3,0,0,0,0,0,0,0,0,0
Vmn2r30,0,0,0,0,0,0,0,0,0
Vmn2r31,0,0,0,0,0,0,0,0,0
Vmn2r32,0,0,0,0,0,0,0,0,0
Vmn2r33,0,0,0,0,0,0,0,0,0
Vmn2r34,0,0,0,0,0,0,0,0,0
Vmn2r35,0,0,0,0,0,0,0,0,0
Vmn2r36,0,0,0,0,0,0,0,0,0
Vmn2r37,0,0,0,0,0,0,0,0,0
Vmn2r38,0,0,0,0,0,0,0,0,0
Vmn2r39,0,0,0,0,0,0,0,0,0
Vmn2r4,0,0,0,0,0,0,0,0,0
Vmn2r40,0,0,0,0,0,0,0,0,0
Vmn2r41,0,0,0,0,0,0,0,0,0
Vmn2r42,0,0,0,0,0,0,0,0,0
Vmn2r43,0,0,0,0,0,0,0,0,0
Vmn2r44,0,0,0,0,0,0,0,0,0
Vmn2r45,0,0,0,0,0,0,0,0,0
Vmn2r46,0,0,0,0,0,0,0,0,0
Vmn2r47,0,0,0,0,0,0,0,0,0
Vmn2r48,0,0,0,0,0,0,0,0,0
Vmn2r49,0,0,0,0,0,0,0,0,0
Vmn2r5,0,0,0,0,0,0,0,0,0
Vmn2r50,0,0,0,0,0,0,0,0,0
Vmn2r51,0,0,0,0,0,0,0,0,0
Vmn2r52,1,0,0,0,0,2,0,1,0
Vmn2r53,0,0,0,0,0,0,0,0,0
Vmn2r54,0,0,0,0,0,0,0,0,0
Vmn2r55,0,0,0,0,0,0,0,0,0
Vmn2r56,0,0,0,0,0,0,0,0,0
Vmn2r57,0,0,0,0,3,0,3,0,1
Vmn2r58,0,0,0,0,0,0,0,0,0
Vmn2r59,0,0,0,0,0,0,0,0,0
Vmn2r6,0,0,0,0,0,0,0,0,0
Vmn2r60,0,0,0,0,0,0,0,0,0
Vmn2r61,0,0,0,0,0,0,0,0,0
Vmn2r62,0,0,0,0,0,0,0,0,0
Vmn2r63,0,0,0,0,0,0,0,0,0
Vmn2r65,0,0,0,0,0,0,0,0,0
Vmn2r66,0,0,0,0,0,0,0,0,0
Vmn2r67,0,0,0,0,0,0,0,0,0
Vmn2r68,0,0,0,0,0,0,0,0,0
Vmn2r69,0,0,0,0,0,0,0,0,0
Vmn2r7,0,0,0,0,0,0,0,0,0
Vmn2r70,0,0,0,0,0,0,0,0,0
Vmn2r71,0,0,0,0,0,0,0,0,0
Vmn2r72,0,0,0,0,0,0,0,0,0
Vmn2r73,0,0,0,0,0,0,0,0,0
Vmn2r74,0,0,0,0,0,0,0,0,0
Vmn2r75,0,0,0,0,0,0,0,0,0
Vmn2r76,0,0,0,0,0,0,0,0,0
Vmn2r77,0,0,0,0,0,0,0,0,0
Vmn2r78,6,11,20,3,4,3,9,7,9
Vmn2r79,1,0,0,4,0,2,2,0,0
Vmn2r8,0,0,0,0,0,0,0,0,0
Vmn2r80,0,0,0,0,0,0,0,0,0
Vmn2r81,0,0,0,0,0,0,0,0,0
Vmn2r82,0,0,0,0,0,0,0,0,0
Vmn2r83,0,0,0,0,0,2,0,0,0
Vmn2r84,0,0,0,0,0,0,0,0,0
Vmn2r85,0,0,0,0,0,0,0,0,0
Vmn2r86,0,1,0,0,0,0,0,0,0
Vmn2r87,0,0,0,0,0,0,0,0,0
Vmn2r88,0,0,0,0,0,0,0,0,0
Vmn2r89,0,0,0,0,0,0,0,0,0
Vmn2r9,0,0,0,0,0,0,0,0,0
Vmn2r90,0,0,0,0,0,0,0,0,0
Vmn2r91,0,0,0,0,0,0,0,0,0
Vmn2r92,0,0,0,0,0,0,0,0,0
Vmn2r93,0,0,0,0,0,0,0,0,0
Vmn2r94,0,4,1,2,0,0,1,0,0
Vmn2r95,0,0,0,0,0,0,0,0,0
Vmn2r96,0,0,0,0,0,0,0,0,0
Vmn2r97,0,0,0,0,0,0,0,0,0
Vmn2r98,0,0,0,0,0,0,0,0,0
Vmn2r99,0,0,0,0,0,0,0,0,0
Vmo1,0,1,0,0,0,0,0,0,0
Vmp1,3256,4119,3984,3209,4052,3629,3311,3339,3095
Vnn1,68,66,188,130,92,82,147,247,592
Vnn3,0,0,0,0,1,0,0,0,0
Vopp1,2396,1816,2205,1955,2091,1987,3137,2161,2352
Vprbp,2491,2194,2752,2906,2448,2464,2121,1640,2064
Vpreb1,1,5,1,4,1,4,3,12,2
Vpreb2,0,0,0,0,0,0,0,0,0
Vpreb3,0,0,0,2,0,0,0,1,3
Vps11,1412,1146,1333,1316,1311,1198,1107,1018,916
Vps13a,1383,1318,1534,1700,1405,1101,1271,931,1131
Vps13b,1336,1185,1421,1310,1373,1166,1495,830,1180
Vps13c,558,590,571,504,601,429,806,290,411
Vps13d,1374,1160,1553,1452,1513,1237,1829,1020,1298
Vps16,1400,1444,1563,1416,1622,1272,1525,1330,1044
Vps18,1111,849,961,872,919,834,890,828,812
Vps25,2205.999,2436,2178,2019,2617.999,2128,2354,2411.001,2287
Vps26a,2284,2126,2576,2136,2246,2158,1707,1491,1744
Vps26b,3098.147,3328.258,3944.057,2943.016,3512.115,3279.001,3125.446,2633.162,2712.08
Vps28,1233,1406,1263,1216,1712,1543,2085,1814,1450
Vps29,1471,1683,2196,1556,1530,1727,1136,1374,1264
Vps33a,1816,1780,2438,2111,1885,1763,1163,1295,1583
Vps33b,311,458,420,441,454,305,369,461,428
Vps35,5911,4978,8164,5879,5470,6881,5249,4859,5090
Vps36,1557,1620,2099,1575,1831,1930,1760,1681,2037
Vps37a,1304.786,1079.96,1752.939,1412.818,1306.581,1688.429,1260.05,1309.985,1289.379
Vps37b,1980,1673,2417,1779,1576,1777,1174,1480,1596
Vps37c,549,483,678,780,748,710,682,736,780
Vps37d,13,11,20,25,17,30,35,18,25
Vps39,1242.999,952,1047,1023,1009,965,1235,973,968
Vps41,1222,1163,1400,1135,1393,1333,1572,1258,1346
Vps45,423,512,528,388,518,407,626,572,467
Vps4a,1020,1035,1523,980,1075,1317,983,889,1026
Vps4b,3738,3610,3928,3868,3870,3885,4021,3960,3827
Vps51,1069,925,1281,1202,1275,1323,1239,967,1035
Vps52,1862,1768,1840,1844,2122,1772,1671,1477,1646
Vps53,1465,1828,1402,1557,2032,1336,1932,1634,1933
Vps54,1760,1788,2107,2216,2319,1989,2147,1817,2081
Vps72,1712,1712,1717,1560,1972,1794,1590,1584,1502
Vps8,520,483,520,435,547,485,691,504,488
Vps9d1,185,197,242,237,219,349,258,197,222
Vrk1,2138,2527.999,2193,2188,2436,2162.001,1410,1678,2041
Vrk2,359.216,326.645,409.164,401.266,446.238,347.558,346.258,331.165,280.269
Vrk3,796,930,842,957,1106,802,1092,1021,913
Vrtn,0,0,0,0,0,0,0,0,0
Vsig1,263,89,152,64,193,220,128,228,282
Vsig10,1383,1173,1670,1253,1300,1481,1222,1078,1100
Vsig10l,13,25,39,33,13,22,70,39,25
Vsig2,0,0,0,1,0,0,1,2,0
Vsig4,0,0,0,0,0,0,0,0,0
Vsig8,0,0,0,0,0,2,0,0,0
Vsnl1,0,0,1,1,3,0,0,0,1
Vstm2a,0,0,0,0,0,3,0,0,0
Vstm2b,0,0,0,0,0,0,0,0,0
Vstm2l,2,8,1,4,21,5,6,8,30
Vstm4,0,0,0,0,0,0,0,0,0
Vstm5,164,134,192,166,238,161,566,511,225
Vsx1,0,0,0,0,0,0,0,1,0
Vsx2,0,0,0,3,0,0,0,0,0
Vta1,1015,939,995,1008,1273,1057,1265,1310,1037
Vtcn1,523,404,428,276,579,666,590,589,548
Vti1a,761,870,1013.001,787,1011,860,993,869,1015
